content_comment,decoded_content_comment
"giá quá rẻ so với chất lượng nhận được.mình rất hài lòng với hasaki,giá luôn rẻ,giao hàng nhanh,đóng gói tốt","giá quá rẻ so với chất lượng nhận được.mình rất hài lòng với hasaki,giá luôn rẻ,giao hàng nhanh,đóng gói tốt"
"lần đầu mua của hasaki cảm thấy rất tốt về chất lượng sản phẩm, lúc đầu thấy deal giá cũng hơi sợ nhưng mua về dùng rồi thì mới biết thích thế nào. nchung nước tẩy trang này khá ok với mình.","lần đầu mua của hasaki cảm thấy rất tốt về chất lượng sản phẩm, lúc đầu thấy deal giá cũng hơi sợ nhưng mua về dùng rồi thì mới biết thích thế nào. nchung nước tẩy trang này khá ok với mình."
"tẩy trang sạch ,hơi cay nếu lỡ dính vào mắt,ko có mùi gì đặc biệt,hơi nhờn sau khi dùng nên rửa lại với nước hoặc sữa rửa mặt","tẩy trang sạch ,hơi cay nếu lỡ dính vào mắt,không có mùi gì đặc biệt,hơi nhờn sau khi dùng nên rửa lại với nước hoặc sữa rửa mặt"
mùi dễ chịu,mùi dễ chịu
"sản phẩm xài rất tốt ạ , da không bị rát khi tẩy trang , dùng xong da còn mịn mịn nữa rất thích","sản phẩm xài rất tốt ạ , da không bị rát khi tẩy trang , dùng xong da còn mịn mịn nữa rất thích"
"đã xài được nửa chai, cảm thấy ổn tuy nhiên không thích mùi của nó lắm.","đã xài được nửa chai, cảm thấy ổn tuy nhiên không thích mùi của nó lắm."
"ưng hasaki vì lúc nào cũng đóng gói rất cẩn thận, sạch sẽ, đẹp","ưng hasaki vì lúc nào cũng đóng gói rất cẩn thận, sạch sẽ, đẹp"
"xài rất tốt, nhẹ dịu cho cả mắt và môi, xài ko bị kích ứng đâu. nhưng với mắt thì chưa tẩy được sạch lắm. sẽ tiếp tục mua lại","xài rất tốt, nhẹ dịu cho cả mắt và môi, xài không bị kích ứng đâu. nhưng với mắt thì chưa tẩy được sạch lắm. sẽ tiếp tục mua lại"
"đã mua hai chai ở đây rồi, tẩy sạch, dịu nhẹ, dung tích lớn","đã mua hai chai ở đây rồi, tẩy sạch, dịu nhẹ, dung tích lớn"
"nước tẩy trang sạch, k bị kích ứng, ban đầu mùi hơi khó chịu tí","nước tẩy trang sạch, không bị kích ứng, ban đầu mùi hơi khó chịu tí"
tẩy sạch ok,tẩy sạch ok
"tẩy trang an toàn và nhẹ nhàng cho da mặt, mình dùng thường ngày để tẩy trang kem chống nắng. mùi khá dễ chịu, rất thích.","tẩy trang an toàn và nhẹ nhàng cho da mặt, mình dùng thường ngày để tẩy trang kem chống nắng. mùi khá dễ chịu, rất thích."
nếu xong chai này mình sẽ mua thêm xài tiếp. hết hứng thú tìm loại ms hợp vs mình r.. haha,nếu xong chai này mình sẽ mua thêm xài tiếp. hết hứng thú tìm loại mới hợp với mình r.. haha
"sản phẩm tốt, giá sinh viên, ko kích ứng da, ko gây mụn, sẽ mua tiếp ^_^","sản phẩm tốt, giá sinh viên, không kích ứng da, không gây mụn, sẽ mua tiếp ^_^"
"sạch sâu da, ko gây kích ứng. sử dụng được cho cả làn da nhạy cảm","sạch sâu da, không gây kích ứng. sử dụng được cho cả làn da nhạy cảm"
sp tuyet voi,sản phẩm tuyet voi
dùng cực thích và sạch lắm các bạn ơi =))). mình da hỗn hợp dầu xài dễ chịu kh rát da ❤ giá lại không quá gắt. cho cả 5 sao ❤,dùng cực thích và sạch lắm các bạn ơi =))). mình da hỗn hợp dầu xài dễ chịu kh rát da ❤ giá lại không quá gắt. cho cả 5 sao ❤
"sản phẩm rất ok. lau sạch. nước có hơi rít, mùi bình thường, không hôi gì cả. sau khi tẩy trang rửa mặt lại với nước là sạch và hết rít. so với giá thì khá hài lòng","sản phẩm rất ok. lau sạch. nước có hơi rít, mùi bình thường, không hôi gì cả. sau khi tẩy trang rửa mặt lại với nước là sạch và hết rít. so với giá thì khá hài lòng"
"sản phẩm có mùi hắc mạnh, rất khó chịu. mùi gắt gần giống mùi dầu tẩy sạch, khi tẩy xong có độ nhớt như dầu. mùi bám rất lâu, phải rửa tay, mặt lại bằng xà bông thì mới hết mùi. nếu rửa bằng nước thì phải gần 5phút mới hết.","sản phẩm có mùi hắc mạnh, rất khó chịu. mùi gắt gần giống mùi dầu tẩy sạch, khi tẩy xong có độ nhớt như dầu. mùi bám rất lâu, phải rửa tay, mặt lại bằng xà bông thì mới hết mùi. nếu rửa bằng nước thì phải gần 5phút mới hết."
"giao hàng nhanh, chưa xài nên chưa biết hiệu quả ntn nhưng mà đổ một ít ra tay thì có mùi như mùi cồn nhẹ ý. sẽ đánh giá lại nếu dùng tốt","giao hàng nhanh, chưa xài nên chưa biết hiệu quả ntn nhưng mà đổ một ít ra tay thì có mùi như mùi cồn nhẹ ý. sẽ đánh giá lại nếu dùng tốt"
"thích hợp cho các bạn không make up chỉ thoa kcn hoặc make up nhẹ, giá thành rẻ mà dung tích lớn, mùi dừa khá dễ chịu. sau khi tẩy trang da không bị khô mà vẫn ẩm. sẽ mua lại!","thích hợp cho các bạn không make up chỉ thoa kem chống nắng hoặc make up nhẹ, giá thành rẻ mà dung tích lớn, mùi dừa khá dễ chịu. sau khi tẩy trang da không bị khô mà vẫn ẩmình. sẽ mua lại!"
"sản phẩm chất lượng, shop đóng gói cẩn thận. sẽ tiếp tục sử dụng","sản phẩm chất lượng, shop đóng gói cẩn thận. sẽ tiếp tục sử dụng"
tẩy sạch không khô da mình đánh giá năm sao cho chất lượng phục vụ ở hasaki về cách đào tạo nhân viên chuyên nghiệp và lịch sự tư vấn nhiệt tình giao hàng nhanh sp giá cả phải chăng và chất lượng tốt hasaki chưa bao giờ làm tôi thất vọng ❤,tẩy sạch không khô da mình đánh giá năm sao cho chất lượng phục vụ ở hasaki về cách đào tạo nhân viên chuyên nghiệp và lịch sự tư vấn nhiệt tình giao hàng nhanh sản phẩm giá cả phải chăng và chất lượng tốt hasaki chưa bao giờ làm tôi thất vọng ❤
chất lượng cao hơn so vs giá tiền,chất lượng cao hơn so với giá tiền
chai siêu to xài lâu hết tẩy trang tạm. b nào dùng thêm eyeliner nên mua thêm tẩy trang chuyên dụng vì e này k tẩy hết đc,chai siêu to xài lâu hết tẩy trang tạm. b nào dùng thêm eyeliner nên mua thêm tẩy trang chuyên dụng vì e này không tẩy hết được
"tẩy khá sạch, dung tích lớn, giá hợp lý, shop gioa hàng nhanh, rất hài lòng. mua hàng của shop cũng hơn 1 năm rồi","tẩy khá sạch, dung tích lớn, giá hợp lý, shop gioa hàng nhanh, rất hài lòng. mua hàng của shop cũng hơn 1 năm rồi"
"có mùi nhẹ, tẩy trang xong cảm giác rát mặt, mặt đỏ hết lên, không may dính vào mắt thì rất cay và xót mắt. chai to giá rẻ","có mùi nhẹ, tẩy trang xong cảm giác rát mặt, mặt đỏ hết lên, không may dính vào mắt thì rất cay và xót mắt. chai to giá rẻ"
"mùi dễ chịu! không bị rát mặt, giá rẻ! tẩy sạch","mùi dễ chịu! không bị rát mặt, giá rẻ! tẩy sạch"
sp xài tốt không kích ứng,sản phẩm xài tốt không kích ứng
tẩy trang sạnh nhưng hơi có mùi khó chịu.nhưng rất ưng chai to và đẹp !,tẩy trang sạnh nhưng hơi có mùi khó chịu.nhưng rất ưng chai to và đẹp !
"giá thành rẻ cho 1 chai 500ml , dùng khá ổn.","giá thành rẻ cho 1 chai 500ml , dùng khá ổn."
"chai dung tích lớn, giá rẻ hơn so với dòng sản phẩm khác. trang điểm nhiều lớp dày trên mặt thì nên tẩy làm 2 lượt, lượt đầu để loại bỏ lớp phấn make-up và bụi bẩn sau một ngày dài, lượt hai là để làm sạch hoàn toàn. mình thấy dù là sản phẩm cao cấp thì lau một lượt bông cũng không bao giờ sạch được, vẫn cứ phải hai lượt để đảm bảo sạch sẽ tới tận lỗ chân lông. do hiểu biết và cách dùng của người dùng thôi. sản phẩm này rất đáng để bỏ tiền ra mua và sử dụng.","chai dung tích lớn, giá rẻ hơn so với dòng sản phẩm khác. trang điểm nhiều lớp dày trên mặt thì nên tẩy làm 2 lượt, lượt đầu để loại bỏ lớp phấn make-up và bụi bẩn sau một ngày dài, lượt hai là để làm sạch hoàn toàn. mình thấy dù là sản phẩm cao cấp thì lau một lượt bông cũng không bao giờ sạch được, vẫn cứ phải hai lượt để đảm bảo sạch sẽ tới tận lỗ chân lông. do hiểu biết và cách dùng của người dùng thôi. sản phẩm này rất đáng để bỏ tiền ra mua và sử dụng."
"tẩy trang cực kỳ lành tính,dịu nhẹ,k gây kích ứng da,k mùi nên dễ chịu cực kỳ.hợp với những lớp trang điểm thường ngày.chai dung tích lớn giá lại mềm. mình rất hài lòng","tẩy trang cực kỳ lành tính,dịu nhẹ,không gây kích ứng da,không mùi nên dễ chịu cực kỳ.hợp với những lớp trang điểm thường ngày.chai dung tích lớn giá lại mềm. mình rất hài lòng"
sử dụng chai thứ n,sử dụng chai thứ n
"đóng gói hàng cẩn thận , do quá trình vận chuyển nên hộp bị méo , mình thuộc tuýt da hỗn hợp thiên dầu thấy không bị rát như mọi người nói, mùi thì nhè nhẹ khi rửa lại với nước thấy còn nhờn nhớn trên mặt mà xíu cũng hết ,không làm khô da giữ độ ẩm nhất định , mình thấy giá cả sản phẩm ổn áp có thể nói là rẻ , sài chắc gần năm mới hết chai này ,mình chỉ có dùng kem chống nắng thui nên không biết khi makeup thì ẻm có tẩy hết không nữa","đóng gói hàng cẩn thận , do quá trình vận chuyển nên hộp bị méo , mình thuộc tuýt da hỗn hợp thiên dầu thấy không bị rát như mọi người nói, mùi thì nhè nhẹ khi rửa lại với nước thấy còn nhờn nhớn trên mặt mà xíu cũng hết ,không làm khô da giữ độ ẩm nhất định , mình thấy giá cả sản phẩm ổn áp có thể nói là rẻ , xài chắc gần năm mới hết chai này ,mình chỉ có dùng kem chống nắng thui nên không biết khi makeup thì ẻm có tẩy hết không nữa"
"trc đó m có dùng qua thấy ổn k kích ứng k khô da, dùng để tẩy kcn thì ok trang điểm thì k sạch lắm, m đã xài đc 3-4 chai gì đó nhưng gần đây k hiểu là do da m bị sao h là do thay đổi thời tiết, sd sp bị rát da lần nào cũng vậy nên bỏ.","trc đó mình có dùng qua thấy ổn không kích ứng không khô da, dùng để tẩy kem chống nắng thì ok trang điểm thì không sạch lắm, mình đã xài được 3-4 chai gì đó nhưng gần đây không hiểu là do da mình bị sao giờ là do thay đổi thời tiết, sử dụng sản phẩm bị rát da lần nào cũng vậy nên bỏ."
"không biết là do da mình không hợp hay sao mà xài loại này nó rát hết cả mặt, da đỏ ửng hết lên. mùi thì khó chịu cực kì","không biết là do da mình không hợp hay sao mà xài loại này nó rát hết cả mặt, da đỏ ửng hết lên. mùi thì khó chịu cực kì"
"thấy đánh giá ổn, không cồn và thành phần lành tính nhưng sau khi dùng da mình có tình trạng rát nhẹ, châm chít da. qua ngày hôm sau mình bị khô da cộng rát vùng cánh mũi và khóe miệng.","thấy đánh giá ổn, không cồn và thành phần lành tính nhưng sau khi dùng da mình có tình trạng rát nhẹ, châm chít da. qua ngày hôm sau mình bị khô da cộng rát vùng cánh mũi và khóe miệng."
"trước giờ mình xài l’oreal , tự nhiên lướt lướt thấy cái này rẻ nên thử xem sao . ai dè xài ổn ghê , da mình da dầu nhạy cảm","trước giờ mình xài l’oreal , tự nhiên lướt lướt thấy cái này rẻ nên thử xem sao . ai dè xài ổn ghê , da mình da dầu nhạy cảm"
"giá rẻ, da mình dùng hợp nên 2-3 năm nay toàn dùng loại này thôi. mỗi lần quất 3-4 chai dùng cỡ nửa năm là hết tại dùng nhiều","giá rẻ, da mình dùng hợp nên 2-3 năm nay toàn dùng loại này thôi. mỗi lần quất 3-4 chai dùng cỡ nửa năm là hết tại dùng nhiều"
bữa gan thấy ghê quất tận 2 chai full size mà ai ngờ họp khủng tốt lắm nha. cảm thấy sạch hơn cả lorel mà dịu nhẹ cho da dễ dạy cảm như mình ưng quá,bữa gan thấy ghê quất tận 2 chai full size mà ai ngờ họp khủng tốt lắm nha. cảm thấy sạch hơn cả lorel mà dịu nhẹ cho da dễ dạy cảm như mình ưng quá
"sản phẩm này lành tính an toàn cho da, da mình siêu nhạy cảm nhưng xài lên ổn áp, so với laroche possay hay wishtrend thì cái này dịu mà còn rẻ nữa. tuy nhiên loại này chỉ chống dc tia uva thui nha mn","sản phẩm này lành tính an toàn cho da, da mình siêu nhạy cảm nhưng xài lên ổn áp, so với laroche possay hay wishtrend thì cái này dịu mà còn rẻ nữa. tuy nhiên loại này chỉ chống dc tia uva thui nha mọi người"
"nhớ lắc đều trước khi bôi nhé, không sẽ khó chịu lắm đó, nâng tông nhẹ thôi. lúc ban đầu bôi lên da cảm thấy bóng dầu, sau 1 lúc thì nó thấm vào da, cảm thấy khô thoáng. sản phẩm không có mùi nhé","nhớ lắc đều trước khi bôi nhé, không sẽ khó chịu lắm đó, nâng tông nhẹ thôi. lúc ban đầu bôi lên da cảm thấy bóng dầu, sau 1 lúc thì nó thấm vào da, cảm thấy khô thoáng. sản phẩm không có mùi nhé"
"sử dụng hết 1 lọ rồi mới quay lại đánh giá. khô ráo, nâng tông nhẹ, thấm nhanh. nhưng điểm trừ là cay mắt, mặc dù nhà sản xuất ghi không cay mắt","sử dụng hết 1 lọ rồi mới quay lại đánh giá. khô ráo, nâng tông nhẹ, thấm nhanh. nhưng điểm trừ là cay mắt, mặc dù nhà sản xuất ghi không cay mắt"
